Sequence ID	Taxonomy	Confidence
670ff7ebe61f204291206188c912208f	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.99
ebf918c8b7184acca7cfa830eb31bf51	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Catenibacterium	0.94
add26c999066bd5268b4dca64875a17d	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis;Lentihominibacter	0.99
8eeea5293193b076da5003868d077f89	Root;Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis	1.0
adbe378991618724063e3e9434c5cdbb	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Neglecta	0.22
071cc95e911d20b5f361b3d4b63c8eb4	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcoides	1.0
1a2772de3b324ba1eb15b7f263fedce5	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	1.0
660835164dbfd8b420695c589b965763	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Cellulosibacter	0.13
575e55f81d7841ba10652cbb9f8d52ec	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
5f1c6caf209e3d5b81da76be1d31ad2c	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
09c721c7527cb7124124557999986561	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Caproicibacter	0.24
0a3eda19c7c6b01c1b5c3a6889546de2	Root;Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium	0.95
cc18cf40ebf90b7fd9b014222d1bcfa0	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
8d7a060fd792b6c62d59a56c567496ff	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Fumia	0.22
98cdcb679452b469f2a10e7abb93b34c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Thermocaproicibacter	0.12
0d747a365aae540beb57c197ba68bce3	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Roseateles	0.99
bd268f6dfe993bbbef25b3cbfae49425	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobutyricum	0.99
f3b002d39660789b265c55f5715cea01	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Agathobaculum	1.0
a7641c3881cd735c361ed3ad9ed71165	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Christensenellaceae;Guopingia	1.0
ae59c06e29cac439af4968cc3223ffc4	Root;Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis	0.32
dc0d0903bcff19831b878066a91e69da	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Paludihabitans	0.29
afeb2edf1a53e203f1dbd7f9cf9797f4	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobium	0.48
ea2a964825010b35dd685aa33b438929	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes	0.44
db72300d20d679002f4f6a8cbb4c22e8	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Christensenellaceae;Guopingia	0.46
04bb6c0369952a577fbc0289425e505a	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella	1.0
fefe829305fca6c3eaefffaa9a2c75da	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Intestinimonas	0.99
b1b930b1f7e1df5762ce34eadf170705	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Muriventricola	0.13
273c3b5ef595e1e989ae44652ce42534	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia	0.92
7e27695eaae18fd696889db1cd24d581	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Fumia	0.97
1e4cacbe73134a2ef740fea719b5f8ec	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	0.99
cc6dce2c9e4322eeda27a3739ecc78d2	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaerofilum	0.58
e39675a8f35586afb8e50ec23bd02e0d	Root;Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis	0.98
16c5acc14487c4502d83eb8f714f91c4	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Gemmiger	0.63
1b6fbf0de56ec05539081c67a54cb58c	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc	1.0
9cf79b05e46b019553dfb99eefe9e5b2	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	0.98
440bd789b3dccb7134e6ede2dde3ffc0	Root;Bacteria;Bacillota;Bacillota_incertae_sedis;Negativibacillus	0.97
18f0202b6ab0b53cebece0eb0e65720b	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Paludihabitans	0.47
70899836bdb524f5ea541bdd72af03c7	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Caproicibacter	0.12
ea5b2e7c45ee5ff001a39591a241f276	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
c8a8ec27203172dd8e12fe93ba4f5951	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	1.0
caca3b9d2249943fd4698c241a79dcd6	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster	0.62
74da94f4fee24bce65c83a1322c53964	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Intestinimonas	0.45
54c6633a7b39e82a954f207b1153ab05	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Christensenellaceae;Luoshenia	1.0
7e427ec547f20998dbd94c7f622ed958	Root;Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis	1.0
3ccbc609ae8321de1bc1f7ee427a70d6	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Gemmiger	0.61
2aae0f7b0d5a3ba0b7d9cce16deb8e8d	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Gemmiger	0.45
03d34089cd85c3ceba7baa99220e59fb	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Paludihabitans	0.54
8b0b65e486c752ad2e69d7a9e683ae43	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera	1.0
0c5afc91749fc2c64037c9b45c9e8e0f	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis;Anaerotalea	0.48
6651cd254858f02ae43a4f0a1d111eec	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira	0.98
bab78c3e697cee5077426d88fa155a5c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Muriventricola	0.08
cfd3342693c837628625f483f76a21ae	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
8830288e7e77e70095ed7fe005a5d25d	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	1.0
4e1ba68104237eddb7d98954a62201f7	Root;Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium	0.82
f86388241c3e39fb92a2bf2880d6cc52	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Floccifex	0.18
183bb6950904de61ae1a55372537e505	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter	0.39
98f956188d10699e6f2ddc89a78b7e06	Root;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium	0.98
d89ebca89ee671d74c81f3c9893e33b8	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobium	0.62
c4fe4788a98bcaf2d0c8e1106c3fee26	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor	0.92
288bdde5c6ec7acfdfa7e7044cc36eb4	Root;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9
4515e40d68123335bbdae4e53e5aaa41	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae 1;Clostridium sensu stricto	0.94
8e2c3f19444bb43e2a8163b7eba9db57	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae 1;Clostridium sensu stricto	0.91
215b9476e742b75f7a833bdc470a0dbf	Root;Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	1.0
680e1fe52f3ef1d15a9a5676719b4e83	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Dorea	0.42
94f45e19a86d1bc07e96b30cae87b4f5	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	1.0
bb6b5e3ca94d8033c0f52d1785a7a38b	Root;Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	1.0
34b31f4adaae5c4110a763962c0a0df5	Root;Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	1.0
5f27761ca37651b49661c07df916cbb1	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Allisonella	0.99
f1faa3d536efebf4846b0bdce80bf838	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Cellulosibacter	0.14
c11f5e049e1de123dfd5453b32135742	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	1.0
6f70c2332b5990d097b65a91a5758d17	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis;Lentihominibacter	0.98
f51844a4dbd938fb4309c07a9c4f1220	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae;Turicibacter	1.0
faa8ed3a815ae9d4ce277f16cf8be54a	Root;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter	1.0
ed4f57e59892d6ad311588941a5eb0f4	Root;Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	0.79
d5a947cb79044629d66d0377d8c56906	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Massiliimalia	1.0
daf20cba5f2d131a0f49c7cf16d8ab14	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Mesosutterella	0.96
323026666e4c757d27a3cde3fd3c876b	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania	1.0
5897a0a98b8157eee3378424401c74b9	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Pararoseburia	0.88
61a9b64a7d8a57b8b8c0a34c5796cb89	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Christensenellaceae;Gehongia	0.23
b63330e9ddc0145747b555dc5402a7b1	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum	1.0
5c27701b3d2e5c5ceb60e743e5aab3ce	Root;Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.86
e7c8d68b764f8d47de15246df5fbfeaa	Root;Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.87
f92156a81a46a403682bb6935a5a73bb	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Lawsonibacter	0.42
f569922c705dd00adb6c988f5d62eb59	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Neglecta	0.6
32f0f5bee1453d12ae865911b1e60fb7	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus	0.52
c7404beb01760a54e36972bc27430635	Root;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium	1.0
3b4978b7a284a31eb0557dd3f45fc47c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Caproicibacter	0.16
6304f4c8889d64feedc95b5d83867021	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia	0.95
0c43f4dadd1448e34094df3f88f9f7cc	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ercella	0.29
1c7308b7638d66e2583a7f8eb8189d09	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella	0.87
f235b3b510a2d8b7315f4b0bb57f7356	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Blautia	0.98
36928f64a3f9692256498fe77277b754	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales_incertae_sedis_XIII;Ihubacter	0.6
b17d13344158c64fdff6160b1a0f1df5	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Lawsonibacter	0.27
9bb1de6c588dacf37bacf72fc467f52e	Root;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus	0.89
6f26cef241054b1fd610ea0b5c0d88b0	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.96
1bbd5eb1dddb996c005e64dd13afd90a	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella	0.18
0929f2aa54834c50f46084c0e60b982c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum	0.97
ab515757bae688f766ecd4e648de7e93	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	1.0
9f79c67a0cb71685ee602e5cd9113010	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Hydrogeniiclostridium	0.74
64c29c953f2d743fc080a0ca64a42cdf	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.98
049a15f80a2e6a6a6ce8fd202b3672ad	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.37
aabd513839a7391c83fd42084c98a6e2	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
4da81f6e016ccdb297727149ae066fd0	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia	0.97
95f40d2241a9c53e50b1dc66ee816e89	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera	1.0
1f3755049f04bfc432aeafefbd5319c6	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Intestinimonas	0.56
ea02fc3c9df934eac81d8ef37b724bf6	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster	0.57
e9d3866ec6bbb4cb60aa10fef1e00df5	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Gemmiger	0.65
062d229cb5fa4a58f5b0dbfb296338bc	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Hominimerdicola	0.99
b814d07c13e7116e4f2d748dbe06f4cd	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister	1.0
c3e62b680ed31f206679d98de61bdcfa	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira	1.0
86f7104f2b6e1b5146146f7c814e5cb4	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.85
81e651d3caec6abff03f5ed7f2332d96	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter	0.22
174ae96a9d0da31bc6f0a0a65660177d	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	1.0
c7231b308bef7cba6b1c4f972ec6f712	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
20e69391199b41d3e069fdd429b82471	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0
7b43480fe31ffb0a02ae160111e4016c	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera	1.0
df9c68c84e880533c45e1f63f85b56a4	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
1c64de079f5b903117b4ebfce62e0a4a	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
bf35609a3f6f46d7792511ed704db1ff	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Sellimonas	0.26
486198ee7342682fdb8ff773b62c5775	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
9be06d5c7d0f8c7086647b44c063aa76	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Thermocaproicibacter	0.17
22ce0e3dd3676a87cb3739d35ecaa863	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anthropogastromicrobium	0.8
70220d6d664bbfe8038947f229a1e870	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera	1.0
2760297ac358b096597e67d3ce59cb79	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
32975c5aef9ebf9c8b8fc4aea6761501	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	1.0
52c77f65648b366db214d21412523f47	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.31
b193e7fcb3f82a5f274bd65a4675996b	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus	0.42
d346ec5f3765ec0675d8b5255e69aed1	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.99
0512cf172fff22000bc2bb5a043cc4ac	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcoides	0.51
3e51d08b19a260b696c099caf019635a	Root;Bacteria;Bacillota;Bacillota_incertae_sedis;Negativibacillus	0.99
d4b13eedab659e59ddd6259d929d9707	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio	0.55
dc1aa8030e56e75c5ea2efb0a3226ab3	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyribacter	0.49
bd03af81166ccbab1f65c6ef14b43f5a	Root;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus	0.98
2a83b893e198c298c812731112216e23	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.34
357ed8658b8e205893edcff8adfa47cc	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira	1.0
45635a41fe42ba04d17ebdbaa52bc7b3	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Jutongia	0.23
1e2a1d8df0ec021aba5364125e9b4731	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Blautia	0.73
bb41c3d8af29be4024707b8665130b0a	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella	0.98
9fc0ebed153d86c76b29fb98bdc87394	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1.0
942f0daf93254613271779d1883fda09	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Mesosutterella	0.97
c84af4911e1ea84ea207b8106195ad84	Root;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus	0.99
52c090e124efa4b46109fda407484f69	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcoides	0.98
f26fcd2bdbd60e7c9c1ca7b54fae4c20	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter	0.53
8effbe47be174daa6aaedf378a0da26d	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	1.0
8dac11470934f6f809211b6a3ce4575b	Root;Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Tractidigestivibacter	0.53
b8dd0c43b57d4c1a6d1df95b45a1615d	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Agathobaculum	1.0
d54705760419f6a488553345d10bfea0	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter	1.0
b464e6a9a54530c68d45d514420b9226	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Intestinibacter	0.3
cf74d5e657539f7ddb3eb9690576ea95	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Cellulosibacter	0.14
b8f506318f53b328f47589d047c2c6f7	Root;Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	0.95
ddcd6d570b0f537b2cbe3544d2af4881	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Solibaculum	0.57
db5cbd5756fbc646a13e4a3778c4b54c	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	1.0
51ed528e9710b66403455993598ce9e0	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	0.99
f093fa894a8a173f5103403c5de29677	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	1.0
afe2254dfc22580453c16290fee44986	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Coprobacillus	0.92
36a518296a5b9fe75f80b343a8b43276	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.2
9750ffa9bcb5c1d12b7e7a31ff24de78	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Vescimonas	0.29
c6b3a42aaf56e8b3337641e6b80e6cc4	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longicatena	0.38
b86ed52ee0600fc6e652684ecf0424b9	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix	0.2
358d33f6153f347d1765c1653631c996	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Mesosutterella	0.95
c3e696687bb7f1a56bc2a891f357550f	Root;Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia	1.0
82bee8f1ff66fb37ac446176a2806ab9	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Hungatella	0.78
4dce6c21d91facf5d81756e5481fcd7c	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella	1.0
195c392f2e3748b85ac25d0f942a5eda	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.99
04487e929d25bff014799a84132c45a1	Root;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	0.99
8a531e03eb648dbe500f0a16c37e8d0d	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor	0.6
459c476206a736a9d2be331d7db8522f	Root;Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Thomasclavelia	1.0
5c2a67efded7b50c0f6ecbcf10f7cc10	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes	1.0
62019eeb77187ee5b0a9b250cd341778	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	1.0
bbe8df722433683ba9ee51a4dd1756e4	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	1.0
c53d5b10648ce936cb725c824fc43bea	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum	0.96
3ed20e9872908327c03a24e21f0f0d9b	Root;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella	1.0
c98bed76563b6745f8ca8f7e3bf0f295	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	0.89
611ccb9099c60a6d509f961c6b7439ee	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum	1.0
7229be301d13ea281a828b7b218b1a52	Root;Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	1.0
91cdad7a6e82178ec1eba0530ec8d6c8	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	0.86
25e2bfc77d84518a0d8348564ff60323	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae 1;Clostridium sensu stricto	0.97
2c5560e1d83b79dca7bdca1971cca9de	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor	0.39
42d58baa9802a4d42abce3ee0cf8690e	Root;Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	1.0
b3c4b39e6584eeba3520bc3000318db0	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	1.0
aa9c16619bfe248dac178b3264ef0c1f	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus	1.0
0a29dcf29df0ba86f3e9a549a017adbb	Root;Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	1.0
5b23b9fb177c0c81f18f751040e29919	Root;Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella	1.0
3d271ea4a9d7b7f88a976bcca5b2887e	Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	0.91
c874f912dcb8394955ad4bcc31a2cb0c	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Intestinimonas	0.32
21ebfcdea649036eda5901c63d121f09	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio	0.64
fe076b1d7fee635bec6f675088641a22	Root;Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flintibacter	0.47
